name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Sonata 2.4,2012,500000,330000,Petrol,Individual,Manual,1
Maruti Swift VVT,2017,509999,20000,Petrol,Individual,Manual,0
Maruti Alto 800,2020,370000,16000,CNG,Individual,Manual,0
Hyundai Grand i10,2016,370000,30000,Petrol,Individual,Manual,1
Maruti Swift 1.3,2009,180000,50000,Petrol,Individual,Manual,0
Mahindra Quanto C8,2012,300000,210000,Diesel,Individual,Manual,0
Hyundai i10 Sportz,2015,350000,20000,Petrol,Individual,Manual,0
Renault KWID 1.0,2018,395000,20000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2015,850000,100000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2015,1150000,40000,Diesel,Individual,Manual,0
Jaguar XF 3.0,2016,3500000,35000,Diesel,Individual,Automatic,0
Volkswagen Vento Diesel,2012,280000,120000,Diesel,Individual,Manual,1
Mahindra TUV 300,2018,775000,50000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2012,420000,100000,Diesel,Individual,Manual,1
Honda City 1.5,2010,310000,91000,Petrol,Individual,Manual,1
Jeep Compass 2.0,2017,1550000,50000,Diesel,Individual,Manual,0
Fiat Linea 1.3,2015,375000,67000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,500000,40000,Petrol,Individual,Manual,0
Maruti Ritz ZDi,2013,300000,100000,Diesel,Individual,Manual,1
Honda City 2017-2020,2008,155000,120000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2013,350000,185000,Diesel,Individual,Manual,0
Mahindra XUV500 AT,2016,950000,75000,Diesel,Individual,Automatic,2
Hyundai Grand i10,2015,350000,80000,Diesel,Individual,Manual,2
Isuzu D-Max V-Cross,2019,1900000,30000,Diesel,Individual,Automatic,0
Tata Nexon 1.2,2020,537000,5000,Petrol,Individual,Manual,0
Volkswagen Polo 2015-2019,2019,585000,10000,Petrol,Individual,Manual,0
Hyundai Santro LP,2002,56000,60000,Petrol,Individual,Manual,0
Maruti Ertiga VDI,2012,350000,140000,Diesel,Individual,Manual,0
Hyundai Elite i20,2019,700000,19000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2017,849000,44600,Diesel,Dealer,Manual,0
Volkswagen Polo GT,2014,574000,28080,Petrol,Dealer,Automatic,0
Hyundai i20 Magna,2014,484999,28800,Petrol,Dealer,Manual,0
Renault KWID RXT,2018,360000,21900,Petrol,Dealer,Manual,0
Volkswagen Polo GT,2014,575000,28100,Petrol,Dealer,Automatic,0
Honda City i,2014,550000,110000,Diesel,Individual,Manual,1
Hyundai i20 Asta,2016,700000,100000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2019,825000,7673,Diesel,Individual,Automatic,0
Maruti Wagon R,2008,114999,100000,Petrol,Individual,Manual,1
Tata Manza Aqua,2009,150000,75000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2018,851000,50000,Diesel,Individual,Automatic,0
Hyundai Verna 1.4,2014,550000,40000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2016,890000,40000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2012,265000,100000,Petrol,Individual,Manual,1
Mahindra Scorpio 1.99,2014,900000,110000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2013,210000,96272,Diesel,Individual,Manual,0
BMW 3 Series,2015,1650000,74000,Diesel,Individual,Automatic,0
Toyota Innova 2.5,2011,750000,168000,Diesel,Individual,Manual,1
Ford Aspire Titanium,2019,675000,7000,Petrol,Individual,Manual,0
Hyundai i20 Active,2017,715000,60000,Diesel,Individual,Manual,0
Tata Indigo CS,2013,227999,60000,Diesel,Individual,Manual,1
Maruti Wagon R,2015,400000,22500,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2020,925000,7400,Diesel,Individual,Automatic,0
Maruti Swift Dzire,2011,275000,70000,Petrol,Individual,Manual,2
Maruti Wagon R,2009,175000,67000,Petrol,Individual,Manual,0
Ford Fusion 1.4,2009,155000,110000,Diesel,Individual,Manual,2
Maruti SX4 VDI,2012,325000,175000,Diesel,Individual,Manual,1
Mahindra Scorpio LX,2014,700000,120000,Diesel,Individual,Manual,0
Tata Indica V2,2008,50000,120000,Diesel,Individual,Manual,2
Mahindra Scorpio LX,2012,450000,370000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2014,645000,150360,Diesel,Individual,Manual,0
Tata Tigor 1.05,2017,597000,15000,Diesel,Individual,Manual,0
Renault KWID AMT,2018,400000,30000,Petrol,Individual,Automatic,1
Maruti Swift Vdi,2009,300000,150000,Diesel,Individual,Manual,0
Maruti Swift VDI,2015,573000,100000,Diesel,Individual,Manual,1
Maruti Alto K10,2011,180000,70000,Petrol,Individual,Manual,0
Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2008,500000,154000,Diesel,Individual,Manual,2
Hyundai Accent GLS,2004,110000,110000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2013,450000,120000,Diesel,Individual,Manual,1
Tata Sumo Gold,2013,310000,145000,Diesel,Individual,Manual,0
Mahindra KUV 100,2017,400000,30000,Diesel,Individual,Manual,0
Maruti Swift ZDi,2014,390000,90000,Diesel,Individual,Manual,1
Maruti Alto LXi,2011,122000,110000,Petrol,Individual,Manual,3
Mahindra Scorpio 1.99,2016,741000,70000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2012,330000,40000,Diesel,Individual,Manual,1
Mahindra Scorpio SLE,2010,300000,166000,Diesel,Individual,Manual,2
Hyundai i10 Sportz,2011,215000,100000,Petrol,Individual,Manual,2
Maruti Wagon R,2009,150000,75000,Petrol,Individual,Manual,2
Hyundai EON Era,2013,250000,42130,Petrol,Individual,Manual,0
Maruti Ritz LXI,2010,180000,53000,Petrol,Individual,Manual,1
Maruti Zen LXI,2006,150000,106000,Petrol,Individual,Manual,1
Toyota Corolla DX,2005,275000,96000,Petrol,Individual,Manual,1
Maruti Baleno Sigma,2019,556000,10000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,550000,37000,Petrol,Individual,Manual,0
Mahindra XUV500 AT,2018,1500000,20000,Diesel,Individual,Automatic,0
Toyota Etios Liva,2017,549000,35000,Petrol,Individual,Manual,0
Hyundai i20 2015-2017,2016,630000,50000,Petrol,Individual,Manual,0
Mahindra Bolero Pik-Up,2020,679000,5000,Diesel,Individual,Manual,0
Maruti Swift 1.3,2011,320000,85000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2017,1125000,47000,Diesel,Individual,Manual,1
Maruti Baleno Alpha,2017,680000,71000,Diesel,Individual,Manual,0
Honda City i-DTEC,2017,1050000,50000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2015,450000,57000,Diesel,Individual,Manual,0
Maruti Wagon R,2010,210000,43000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,470000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2014,470000,60000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2015,550000,40000,Diesel,Individual,Manual,0
Maruti A-Star Vxi,2011,204999,60000,Petrol,Individual,Manual,0
Honda City i,2015,950000,30000,Petrol,Individual,Automatic,0
Hyundai i20 Asta,2015,550000,160000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2007,270000,147500,Diesel,Individual,Manual,1
Volkswagen Polo Diesel,2013,280000,90000,Diesel,Individual,Manual,2
Maruti Ciaz ZDi,2015,630000,70000,Diesel,Individual,Manual,1
Honda City 2017-2020,2007,220000,70000,Petrol,Individual,Manual,0
Mahindra Xylo D4,2014,320000,120000,Diesel,Individual,Manual,0
Hyundai EON Era,2013,225000,75000,Petrol,Individual,Manual,1
Honda City 1.5,2010,380000,85000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2012,380000,70000,Diesel,Individual,Manual,2
Volkswagen Ameo 1.5,2017,600000,29000,Diesel,Individual,Manual,0
Ford Endeavour 2.5L,2014,620000,40000,Diesel,Individual,Manual,1
Hyundai Verna SX,2012,500000,90000,Diesel,Individual,Automatic,0
Mahindra TUV 300,2015,700000,40000,Diesel,Individual,Automatic,0
Ford EcoSport 1.5,2015,550000,138000,Diesel,Individual,Manual,0
Maruti Swift VDI,2016,600000,70000,Diesel,Individual,Manual,0
Volkswagen Ameo 1.0,2019,550000,30000,Petrol,Individual,Manual,1
Hyundai Verna 1.6,2013,475000,125000,Diesel,Individual,Manual,2
Honda City i,2015,615000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2013,385000,180000,Diesel,Individual,Manual,1
Tata Zest Revotron,2015,500000,20000,Petrol,Individual,Manual,0
Renault Duster 85PS,2012,450000,80000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2014,969999,110000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2013,580000,80000,Diesel,Individual,Manual,1
Toyota Platinum Etios,2017,550000,40000,Diesel,Individual,Manual,0
Honda WR-V i-VTEC,2018,780000,30000,Petrol,Individual,Manual,0
Ford Fiesta 1.5,2014,500000,80000,Diesel,Individual,Manual,0
Skoda Laura Ambiente,2011,270000,140000,Diesel,Individual,Manual,1
Maruti Alto K10,2017,335000,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2017,755000,20000,Diesel,Individual,Manual,0
Hyundai i20 Active,2016,651000,42323,Diesel,Dealer,Manual,0
BMW X1 sDrive20d,2011,1075000,42545,Diesel,Dealer,Automatic,0
Maruti S-Cross 2017-2020,2016,690000,32000,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2017,589000,41232,Diesel,Dealer,Manual,0
Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,0
Ford Ecosport Sports,2013,475000,48000,Diesel,Dealer,Manual,1
Honda Amaze E,2014,465000,27233,Diesel,Dealer,Manual,0
Tata Manza Aura,2011,225000,35000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2005,310000,200000,Diesel,Individual,Manual,1
Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,0
Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,0
Tata New Safari,2012,450000,68240,Diesel,Dealer,Manual,0
Mahindra Scorpio 1.99,2008,450000,78000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2017,525000,38000,Diesel,Dealer,Manual,1
Maruti Wagon R,2010,200000,35000,Petrol,Dealer,Manual,0
Maruti Swift Dzire,2018,611000,9000,Petrol,Dealer,Manual,0
Hyundai Creta 1.6,2016,819999,39000,Diesel,Dealer,Manual,0
Hyundai Creta 1.4,2016,825000,39000,Diesel,Dealer,Manual,0
Ford Ecosport 1.5,2015,599000,92651,Diesel,Dealer,Manual,0
Maruti Swift LXi,2018,490000,28000,Petrol,Dealer,Manual,0
Hyundai EON Magna,2017,340000,30000,Petrol,Individual,Manual,0
Mercedes-Benz E-Class E350,2009,1000000,80000,Petrol,Individual,Automatic,2
Hyundai Creta 1.6,2018,1237000,46000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel,2013,350000,70000,Diesel,Individual,Manual,1
Maruti 800 Std,2000,31000,56194,Petrol,Individual,Manual,3
Maruti Swift ZXI,2018,695000,40000,Petrol,Individual,Manual,0
Maruti Alto 800,2015,270000,40000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2016,790000,120000,Diesel,Individual,Manual,0
Maruti Swift VDI,2016,590000,120000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,635000,120000,Petrol,Individual,Automatic,0
Mahindra Bolero 2011-2019,2015,540000,110000,Diesel,Individual,Manual,1
Renault Pulse RxZ,2012,265000,67000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2014,600000,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2012,409999,100000,Diesel,Individual,Manual,1
Toyota Etios GD,2015,525000,80000,Diesel,Individual,Manual,1
Ford Figo Diesel,2011,150000,50000,Diesel,Individual,Manual,0
Maruti Esteem Lxi,2007,55000,70000,Petrol,Individual,Manual,2
Maruti Omni 5,2011,130000,70000,Petrol,Individual,Manual,1
Maruti Vitara Brezza,2017,925000,50000,Diesel,Individual,Manual,0
Renault Lodgy 85PS,2017,690000,65000,Diesel,Individual,Manual,1
Maruti Ertiga VDI,2012,560000,200000,Diesel,Individual,Manual,1
Maruti Ciaz Zeta,2018,950000,7500,Diesel,Individual,Manual,0
Renault Lodgy 85PS,2017,695000,65000,Diesel,Individual,Manual,1
Maruti Swift VXI,2013,450000,35000,Petrol,Individual,Manual,1
BMW 5 Series,2013,2000000,60000,Diesel,Individual,Automatic,0
Maruti Swift VXi,2009,229999,71000,Petrol,Individual,Manual,0
Maruti Alto K10,2017,300000,30000,Petrol,Individual,Manual,0
Maruti Alto LXi,2012,200000,50000,Petrol,Individual,Manual,1
Mercedes-Benz New C-Class,2008,725000,80000,Diesel,Individual,Automatic,1
Nissan Micra XV,2011,235000,90000,Petrol,Individual,Manual,1
Hyundai i20 2015-2017,2017,666000,13000,Petrol,Individual,Manual,0
Maruti 800 AC,2000,65000,100000,Petrol,Individual,Manual,2
Hyundai Santro Xing,2004,85000,80000,Petrol,Individual,Manual,2
Honda WR-V i-DTEC,2018,834000,30000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,430000,120000,Diesel,Individual,Manual,0
Maruti Swift Vdi,2010,360000,120000,Diesel,Individual,Manual,1
Hyundai EON Era,2014,240000,70000,Petrol,Individual,Manual,0
Maruti Swift VDI,2016,210000,210000,Diesel,Individual,Manual,0
Tata Indigo eCS,2010,135000,148000,Diesel,Individual,Manual,1
Mahindra TUV 300,2017,700000,54188,Diesel,Individual,Manual,0
Mahindra TUV 300,2017,750000,60000,Diesel,Individual,Manual,0
Skoda Rapid 1.6,2012,425000,90000,Diesel,Individual,Manual,0
Chevrolet Beat LT,2011,150000,100000,Petrol,Individual,Manual,2
Hyundai EON D,2014,215000,40000,Petrol,Individual,Manual,0
Datsun GO T,2014,225000,35000,Petrol,Individual,Manual,0
Renault KWID Climber,2017,330000,20000,Petrol,Individual,Manual,0
Maruti Omni LPG,2007,54000,144000,LPG,Individual,Manual,1
Hyundai Grand i10,2014,374000,54043,Petrol,Dealer,Automatic,0
Hyundai Verna 1.6,2012,549000,66657,Diesel,Dealer,Automatic,0
Tata Indigo CS,2016,390000,42000,Diesel,Individual,Manual,1
Hyundai i20 Asta,2013,455999,35582,Petrol,Dealer,Manual,0
Volkswagen Polo GT,2013,453000,54327,Petrol,Dealer,Automatic,1
Volkswagen Ameo 1.2,2016,579000,7949,Petrol,Dealer,Manual,0
Hyundai i10 Sportz,2010,258000,59734,Petrol,Dealer,Automatic,0
Honda City S,2012,428000,49185,Petrol,Dealer,Manual,0
Hyundai i10 Magna,2011,262000,56389,Petrol,Dealer,Manual,0
Volkswagen Polo Petrol,2013,389000,58245,Petrol,Dealer,Manual,0
Nissan Micra XL,2015,346000,36422,Petrol,Dealer,Manual,0
Honda Jazz Basic,2011,339000,42535,Petrol,Dealer,Manual,0
Hyundai i10 Sportz,2011,272000,40736,Petrol,Dealer,Automatic,0
Maruti Swift VXI,2012,369000,56246,Petrol,Dealer,Manual,0
Maruti Swift LXI,2011,277000,55403,Petrol,Dealer,Manual,0
Tata Tigor 1.2,2018,535000,30000,Petrol,Individual,Manual,0
Maruti Alto K10,2015,265000,67000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2013,400000,70000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,459999,90000,Diesel,Individual,Manual,1
Hyundai Elite i20,2019,667000,7500,Petrol,Individual,Manual,0
Tata New Safari,2011,300000,80000,Diesel,Individual,Manual,1
Tata Indigo CR4,2012,229999,186000,Diesel,Individual,Manual,0
Tata Indica V2,2016,200000,110000,Diesel,Individual,Manual,1
Ford Fiesta 1.4,2005,150000,120000,Diesel,Individual,Manual,2
Ford Fiesta Classic,2012,280000,105358,Diesel,Individual,Manual,2
Hyundai i20 Sportz,2014,590000,70000,Petrol,Individual,Manual,1
Hyundai i10 Era,2010,142000,49200,Petrol,Individual,Manual,1
Honda City i-VTEC,2017,850000,40000,Petrol,Individual,Manual,0
Honda Mobilio V,2014,600000,40000,Diesel,Individual,Manual,1
Mahindra TUV 300,2017,700000,40000,Diesel,Individual,Manual,0
Chevrolet Beat LS,2013,200000,70000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2016,900000,110000,Diesel,Individual,Manual,0
Maruti Alto K10,2014,220000,100000,Petrol,Individual,Manual,0
Hyundai Grand i10,2018,650000,10000,Petrol,Individual,Automatic,1
Toyota Fortuner 2.8,2017,3100000,70000,Diesel,Individual,Automatic,0
Toyota Innova Crysta,2016,1500000,100600,Diesel,Individual,Manual,1
BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8,2014,800000,136000,Diesel,Individual,Manual,0
Mercedes-Benz GLA Class,2017,2100000,48000,Diesel,Individual,Automatic,1
Ford Fiesta 1.4,2010,250000,110000,Diesel,Individual,Manual,2
Renault Duster 110PS,2012,550000,86000,Diesel,Individual,Manual,0
Maruti Alto LXi,2009,125000,141000,Petrol,Individual,Manual,1
Honda City 1.5,2011,450000,80000,Petrol,Individual,Manual,2
Mahindra XUV500 W10,2015,850000,140000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2014,459999,65000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2014,434999,110000,Diesel,Individual,Manual,1
Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,1
Maruti Swift VDI,2015,600000,80000,Diesel,Individual,Manual,0
Maruti Wagon R,2008,135000,90000,Petrol,Individual,Manual,1
Ford Figo 1.2P,2016,550000,44000,Petrol,Individual,Manual,0
Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2016,800000,25000,Petrol,Individual,Manual,0
Hyundai i20 2015-2017,2016,780000,35000,Diesel,Individual,Manual,0
Maruti Alto LXi,2008,100000,195000,Petrol,Individual,Manual,1
Hyundai i20 2015-2017,2017,650000,60000,Diesel,Individual,Manual,0
Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2012,425000,100000,Diesel,Individual,Manual,1
Fiat Linea 1.3,2015,500000,70000,Diesel,Individual,Manual,0
Maruti Swift VDI,2017,590000,30000,Diesel,Individual,Manual,0
Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,0
Maruti Swift ZXI,2020,578000,5000,Petrol,Individual,Manual,0
Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,1
Honda City Corporate,2013,465000,80000,Petrol,Individual,Manual,1
Mahindra Bolero Power,2018,890000,80000,Diesel,Individual,Manual,0
Mahindra Verito 1.5,2014,250000,110000,Diesel,Individual,Manual,0
Maruti Wagon R,2018,420000,35000,Petrol,Individual,Automatic,0
Maruti Swift Dzire,2017,550000,20000,Petrol,Individual,Manual,0
Maruti Alto 800,2018,270000,20000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2018,700000,7800,Petrol,Individual,Automatic,0
Maruti Swift VXI,2017,500000,20000,Petrol,Individual,Manual,0
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,0
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,1
Maruti Swift Dzire,2018,700000,50000,Diesel,Individual,Manual,0
Maruti Wagon R,2015,290000,60000,Petrol,Individual,Manual,0
Toyota Corolla Altis,2012,550000,100000,Petrol,Individual,Automatic,0
Honda Brio S,2012,265000,60000,Petrol,Individual,Manual,0
Maruti Baleno Alpha,2018,830000,5000,Petrol,Individual,Automatic,0
Tata Safari Storme,2017,800000,60000,Diesel,Individual,Manual,0
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,1
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,0
Datsun GO T,2017,329000,80000,Petrol,Individual,Manual,1
Maruti Vitara Brezza,2017,775000,75000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2020,524000,32000,Petrol,Individual,Manual,0
Maruti Alto 800,2015,245000,40000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2012,275000,93000,Petrol,Individual,Manual,1
Hyundai i20 Active,2015,610000,50000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2015,615000,60000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,1
Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,1
Renault Duster 85PS,2014,500000,120000,Diesel,Individual,Manual,0
Renault Duster 85PS,2014,520000,120000,Diesel,Individual,Manual,0
Toyota Etios GD,2012,390000,140000,Diesel,Individual,Manual,1
Toyota Etios GD,2012,434999,135000,Diesel,Individual,Manual,2
Maruti Swift VDI,2010,350000,166000,Diesel,Individual,Manual,1
Ford Freestyle Trend,2018,675000,60000,Diesel,Individual,Manual,0
Mercedes-Benz New C-Class,2011,1350000,81500,Diesel,Individual,Automatic,1
Mercedes-Benz New C-Class,2011,1350000,80000,Diesel,Individual,Automatic,0
Maruti Swift Dzire,2019,675000,5000,Petrol,Individual,Manual,0
Ford Ecosport 1.5,2016,725000,30000,Diesel,Individual,Manual,0
Mahindra XUV300 W8,2019,1200000,15000,Diesel,Individual,Manual,0
Volkswagen Polo 2015-2019,2018,650000,40000,Diesel,Dealer,Manual,0
Mahindra XUV300 W8,2019,1090000,16500,Petrol,Dealer,Manual,0
Hyundai Creta 1.6,2017,1100000,67000,Diesel,Individual,Automatic,0
Hyundai i20 1.4,2017,670000,48000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2018,780000,35000,Diesel,Individual,Manual,0
Maruti Ciaz 1.3,2017,720000,60000,Diesel,Individual,Manual,0
Maruti Swift VXI,2018,610000,52000,Petrol,Dealer,Manual,0
Volkswagen Ameo 1.5,2017,600000,29000,Diesel,Individual,Manual,0
Renault Duster 85PS,2016,535000,50000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,0
Maruti Baleno Sigma,2017,515000,23000,Petrol,Individual,Manual,0
Datsun GO T,2016,335000,40000,Petrol,Dealer,Manual,0
Hyundai Creta 1.4,2017,957000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,605000,127000,Diesel,Individual,Manual,0
Tata Manza Club,2013,316000,140000,Diesel,Individual,Manual,0
Renault Triber RXZ,2019,675000,5000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2015,520000,70000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2011,265000,60000,Diesel,Individual,Manual,0
Volkswagen Polo 1.2,2016,395000,40000,Petrol,Individual,Manual,1
Volkswagen Polo 1.2,2016,385000,40000,Petrol,Individual,Manual,1
Maruti Wagon R,2009,142000,70000,Petrol,Individual,Manual,1
Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,0
Tata Indigo CS,2012,180000,50000,Diesel,Individual,Manual,2
Honda City V,2013,480000,42462,Petrol,Dealer,Manual,0
Maruti Swift VDI,2015,470000,54723,Diesel,Dealer,Manual,0
Maruti Ignis 1.2,2018,480000,20375,Petrol,Dealer,Manual,0
Maruti Swift ZDI,2013,450000,43978,Diesel,Dealer,Manual,1
Maruti Swift Dzire,2017,520000,28832,Diesel,Dealer,Manual,0
Ford Figo Titanium,2019,700000,3177,Petrol,Dealer,Manual,0
Hyundai Grand i10,2015,400000,39414,Petrol,Dealer,Manual,0
Tata Indica V2,2012,200000,30078,Petrol,Dealer,Manual,0
Hyundai EON Magna,2012,250000,44588,Petrol,Dealer,Manual,0
Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,0
Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,1
Hyundai Grand i10,2016,450000,40000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2016,570000,112879,Diesel,Dealer,Manual,1
Honda Brio S,2013,300000,80000,Petrol,Individual,Manual,1
Hyundai i20 1.2,2017,620000,25000,Petrol,Individual,Manual,0
Honda City i-VTEC,2018,949000,10200,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2018,750000,60000,Diesel,Individual,Manual,0
Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,1
Mahindra XUV500 W10,2017,1250000,60000,Diesel,Individual,Manual,0
Renault KWID 1.0,2016,270000,30000,Petrol,Individual,Manual,2
Hyundai EON Magna,2013,235000,40000,Petrol,Individual,Manual,1
Maruti Swift VXI,2016,500000,60000,Petrol,Individual,Manual,0
Maruti Alto LXi,2012,220000,111000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,380000,70000,Diesel,Individual,Manual,1
Maruti Alto K10,2010,160000,100000,Petrol,Individual,Manual,2
Maruti Alto K10,2010,160000,100000,Petrol,Individual,Manual,2
Hyundai EON 1.0,2017,339000,25000,Petrol,Individual,Manual,0
Ford Fiesta Classic,2011,229999,100000,Petrol,Individual,Manual,0
Mahindra KUV 100,2016,400000,35000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2018,470000,25000,Diesel,Individual,Manual,0
Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,0
Ford Aspire Titanium,2019,575000,20000,Petrol,Individual,Manual,0
Datsun RediGO SV,2019,325000,1300,Petrol,Individual,Manual,0
Maruti 800 AC,1997,50000,120000,Petrol,Individual,Manual,1
Maruti Wagon R,2014,350000,15000,Petrol,Individual,Manual,0
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Renault KWID RXT,2016,300000,25000,Petrol,Individual,Manual,0
Nissan Terrano XL,2014,540000,150000,Diesel,Individual,Manual,0
Maruti Celerio ZXI,2018,580000,10000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2015,1000000,70000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2017,459999,80000,Diesel,Individual,Manual,0
Maruti Swift VDI,2015,635000,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2014,650000,83000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2013,525000,116000,Diesel,Individual,Manual,1
Fiat Grande Punto,2015,350000,60000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2008,320000,175802,Diesel,Individual,Manual,2
Toyota Innova 2.5,2006,450000,192000,Diesel,Individual,Manual,3
Volkswagen Vento Petrol,2011,227000,73840,Petrol,Individual,Manual,0
Mahindra Bolero DI,2011,325000,162000,Diesel,Individual,Manual,1
